Student_ID,Age,10th_Percentage,12th_Percentage,12th_Stream,Degree,CGPA,Programming,Communication,Leadership,Creativity,Problem_Solving,Technology_Interest,Medical_Interest,Finance_Interest,Government_Interest,Business_Interest,Teaching_Interest,Law_Interest,Physical_Fitness,Personality,Hobby,Career
215,23,71,72,Commerce,BCom,7.86,3,5,3,5,5,2,3,5,2,5,4,4,3,Analytical,Social Work,Accountant
216,23,80,55,Science_PCM,BA,8.05,3,3,4,5,3,3,4,2,5,3,4,2,5,Helping,Writing,Defence Officer
217,24,83,84,Arts,BTech,8.6,3,4,5,5,5,4,3,5,5,3,2,4,5,Creative,Music,Defence Officer
218,24,57,67,Arts,BA,6.17,4,5,5,3,2,5,3,2,3,5,2,5,5,Analytical,Drawing,Entrepreneur
219,21,91,83,Arts,BA,8.54,4,5,5,2,3,5,5,5,5,4,5,5,2,Analytical,Music,Teacher
220,22,61,73,Commerce,BCom,8.88,3,5,4,2,4,5,3,5,5,2,3,3,2,Research,Public Speaking,Bank Manager
221,18,51,83,Science_PCM,BTech,8.81,4,5,2,3,5,2,5,5,3,5,4,3,3,Leadership,Public Speaking,Civil Engineer
222,23,57,78,Science_PCM,BTech,6.65,2,2,3,2,3,2,2,2,4,2,2,5,5,Creative,Sports,Civil Engineer
223,18,75,53,Science_PCB,BSc Data Science,8.8,5,2,2,4,5,3,3,3,4,2,3,5,5,Creative,Writing,Research Scientist
224,19,85,73,Arts,BEd,7.68,5,5,5,4,5,2,2,4,2,5,5,2,5,Creative,Public Speaking,Teacher
225,23,82,93,Science_PCM,BDes,6.03,4,5,5,5,5,3,5,2,5,3,2,3,5,Creative,Drawing,Designer
226,23,54,81,Arts,BA,7.07,3,5,2,4,5,3,4,2,3,5,5,2,3,Leadership,Writing,Teacher
227,20,58,51,Commerce,BBA,9.42,4,5,5,5,2,3,2,4,4,5,5,3,5,Helping,Social Work,Marketing Manager
228,24,77,83,Arts,BEd,9.59,3,5,3,4,3,5,2,3,5,4,5,2,2,Leadership,Music,Teacher
229,23,97,72,Science_PCM,BTech,9.87,4,4,5,4,5,3,4,3,2,3,5,5,3,Creative,Sports,Civil Engineer
230,19,90,81,Science_PCM,BTech,6.27,5,3,3,4,4,5,5,2,2,5,4,2,4,Leadership,Sports,Software Developer
231,23,92,70,Science_PCM,BSc Data Science,8.41,2,3,3,4,5,5,2,4,3,5,4,2,2,Research,Writing,Research Scientist
232,18,61,50,Commerce,BCom,7.45,3,4,3,3,5,3,4,5,5,2,4,4,5,Helping,Social Work,Financial Analyst
233,24,94,94,Science_PCM,BTech,9.79,5,3,4,4,5,5,3,3,2,3,4,2,5,Helping,Writing,Data Scientist
234,25,63,68,Commerce,BBA,9.21,5,3,5,2,2,4,3,3,5,5,4,3,5,Helping,Social Work,Marketing Manager
235,25,95,56,Science_PCM,BTech,7.24,4,5,4,5,5,4,2,5,4,5,4,2,5,Research,Social Work,Civil Engineer
236,25,86,56,Commerce,BCom,6.52,5,2,4,4,4,3,4,5,3,3,3,2,2,Analytical,Coding,Accountant
237,19,97,97,Commerce,BCom,8.66,5,4,5,5,4,3,5,5,4,3,4,5,3,Helping,Music,Bank Manager
238,18,72,60,Science_PCM,BCA,7.91,5,2,4,5,5,5,3,4,3,5,4,3,3,Research,Social Work,AI Engineer
239,23,66,52,Commerce,BBA,9.57,5,4,5,3,4,3,5,5,5,5,3,2,4,Leadership,Coding,Bank Manager
240,25,59,90,Commerce,CMA,7.27,4,5,3,3,5,3,4,5,2,5,4,2,3,Analytical,Writing,Financial Analyst
241,25,90,73,Commerce,BBA,7.84,5,3,5,2,5,4,3,5,4,4,5,2,5,Analytical,Social Work,Bank Manager
242,20,62,50,Commerce,BCom,9.22,4,5,3,2,5,3,4,5,4,2,2,2,3,Research,Coding,Financial Analyst
243,22,90,92,Science_PCM,BTech,6.1,5,2,5,2,5,5,5,5,2,2,3,3,3,Leadership,Writing,Software Developer
244,25,50,59,Science_PCB,BSc Nursing,9.2,2,5,3,2,4,3,5,5,2,4,5,3,2,Creative,Writing,Nurse
245,22,89,96,Arts,LLB,6.32,3,5,3,4,3,4,5,2,5,3,5,5,5,Helping,Social Work,Lawyer
246,17,71,51,Commerce,CA,6.63,2,5,4,3,4,5,4,5,2,2,3,5,5,Analytical,Coding,Bank Manager
247,22,85,72,Science_PCM,BTech,6.25,5,5,2,3,5,3,4,2,5,3,5,5,4,Leadership,Music,Civil Engineer
248,17,88,98,Commerce,BBA,6.76,2,5,5,5,4,2,4,3,4,5,4,3,3,Research,Drawing,Marketing Manager
249,25,54,76,Science_PCM,BCA,9.17,5,3,2,3,5,5,3,4,5,4,4,3,3,Research,Music,Software Developer
250,19,86,95,Science_PCB,BSc Data Science,6.11,4,3,3,4,5,3,2,3,5,2,3,2,3,Analytical,Music,Research Scientist
251,17,73,81,Science_PCM,BTech,7.66,4,2,3,4,5,4,2,5,2,3,5,4,2,Research,Coding,Civil Engineer
252,22,64,62,Arts,BA,9.77,5,5,4,3,5,4,2,3,5,3,3,4,4,Leadership,Drawing,Government Officer
253,20,70,98,Science_PCM,BTech,9.52,2,4,5,2,5,5,3,2,4,5,4,3,5,Research,Reading,Civil Engineer
254,22,81,53,Science_PCM,BTech,7.34,5,2,3,2,4,5,5,2,4,5,3,2,5,Analytical,Reading,AI Engineer
255,19,98,57,Science_PCB,BSc Nursing,8.53,4,5,5,4,5,3,5,5,4,4,2,5,3,Helping,Drawing,Nurse
256,21,54,72,Science_PCM,BCA,6.47,5,5,4,3,4,5,4,4,2,5,5,5,3,Helping,Public Speaking,Software Developer
257,21,82,53,Commerce,CMA,6.66,2,5,4,5,5,2,4,5,3,4,2,5,5,Leadership,Public Speaking,Financial Analyst
258,24,85,56,Arts,BDes,7.84,5,2,5,5,5,2,5,2,2,3,4,4,4,Research,Coding,Designer
259,25,55,87,Science_PCM,BTech,7.35,3,5,5,4,2,5,3,2,5,2,5,2,5,Helping,Coding,Defence Officer
260,25,58,52,Science_PCM,BTech,7.58,5,5,5,4,5,5,2,2,5,5,5,3,2,Leadership,Sports,AI Engineer
261,24,51,62,Science_PCM,BTech,6.35,5,3,4,5,5,5,4,3,4,4,5,5,4,Helping,Public Speaking,Data Scientist
262,25,52,97,Commerce,BCom,9.11,3,2,3,2,4,3,3,5,5,4,5,3,4,Analytical,Coding,Accountant
263,20,81,83,Science_PCM,BTech,9.89,5,2,5,4,5,5,3,5,4,5,3,2,4,Leadership,Coding,AI Engineer
264,22,54,70,Arts,BDes,6.04,2,3,3,5,4,5,4,4,3,5,3,4,2,Research,Reading,Designer
265,19,71,85,Commerce,BBA,7.96,5,5,5,3,4,5,5,4,4,5,3,2,4,Analytical,Social Work,Marketing Manager
266,17,72,85,Science_PCB,BDS,9.17,4,4,2,2,2,5,5,4,3,2,4,4,5,Creative,Coding,Doctor
267,18,86,72,Science_PCB,BAMS,7.31,5,4,5,2,5,5,5,2,4,4,2,3,5,Leadership,Social Work,Doctor
268,19,88,67,Science_PCB,BSc,8.49,5,4,5,4,5,5,4,2,4,3,2,4,4,Creative,Public Speaking,Research Scientist
269,22,71,72,Arts,BFA,8.95,3,4,3,5,2,5,4,2,3,2,5,3,4,Leadership,Coding,Designer
270,21,76,94,Arts,LLB,9.98,2,5,5,4,3,3,2,4,3,2,2,5,3,Analytical,Drawing,Lawyer
271,20,59,50,Science_PCB,BSc Biotechnology,9.57,4,5,4,2,5,4,5,4,4,3,3,5,3,Analytical,Social Work,Medical Researcher
272,20,86,89,Science_PCM,BTech,9.63,3,4,4,3,4,2,2,3,2,3,2,5,2,Creative,Drawing,Civil Engineer
273,21,99,51,Science_PCM,BCA,8.84,5,5,4,3,5,5,5,5,2,2,4,4,3,Analytical,Social Work,AI Engineer
274,18,89,50,Science_PCM,BCA,9.54,5,3,3,4,4,5,5,3,3,2,2,3,3,Analytical,Social Work,Data Scientist
275,18,94,62,Arts,BDes,6.66,2,4,2,5,2,4,3,2,3,5,2,5,3,Leadership,Coding,Designer
276,25,75,60,Arts,BEd,7.91,5,5,3,4,3,5,2,5,2,2,5,5,5,Creative,Reading,Teacher
277,19,55,58,Commerce,BCom,7.87,3,2,4,4,4,4,3,5,5,3,4,5,5,Helping,Social Work,Bank Manager
278,18,63,89,Commerce,BBA,7.65,5,2,2,3,4,5,3,5,4,5,2,5,2,Leadership,Public Speaking,Financial Analyst
279,20,80,69,Science_PCB,BSc Microbiology,8.47,5,4,5,5,3,3,5,3,4,3,5,3,2,Helping,Reading,Medical Researcher
280,23,59,62,Science_PCB,BSc,9.01,3,3,5,4,5,3,3,3,2,4,5,2,2,Creative,Music,Research Scientist
281,24,92,53,Science_PCM,BCA,7.48,5,2,3,2,4,5,5,3,3,5,5,2,5,Research,Reading,AI Engineer
282,25,79,84,Arts,BA,9.98,3,5,4,5,3,2,5,5,5,4,5,4,2,Research,Coding,Government Officer
283,24,82,62,Commerce,BA Economics,9.74,2,4,4,3,2,3,3,4,5,4,4,4,3,Analytical,Music,Government Officer
284,23,99,90,Commerce,BBA,8.83,5,3,2,3,4,4,5,5,2,5,3,2,2,Analytical,Public Speaking,Bank Manager
285,23,84,88,Commerce,CA,9.19,5,5,3,5,4,2,3,5,3,2,5,2,3,Leadership,Music,Bank Manager
286,25,97,61,Science_PCB,BSc Biotechnology,6.88,3,5,3,2,5,3,5,3,3,4,3,4,3,Analytical,Writing,Medical Researcher
287,22,83,94,Commerce,BA,6.84,3,4,5,5,4,3,5,3,3,5,2,3,2,Creative,Sports,Entrepreneur
288,21,56,82,Science_PCB,BSc Biotechnology,6.58,2,5,4,4,5,4,5,2,2,2,5,4,4,Helping,Coding,Medical Researcher
289,22,57,62,Science_PCM,BTech,7.32,2,3,5,3,4,2,2,2,2,5,5,3,5,Analytical,Writing,Civil Engineer
290,22,99,90,Science_PCM,BSc Data Science,8.55,4,5,4,4,5,2,3,4,3,2,3,2,5,Helping,Writing,Research Scientist
291,21,94,53,Science_PCM,BTech,7.51,5,3,5,2,5,2,4,3,5,2,3,3,3,Helping,Coding,Civil Engineer
292,20,90,78,Science_PCM,BCA,9.97,5,5,2,4,4,5,4,3,5,2,3,5,4,Research,Sports,AI Engineer
293,18,75,63,Science_PCB,BSc Nursing,7.43,2,4,2,5,2,4,5,2,4,5,3,2,3,Research,Music,Nurse
294,18,82,95,Arts,BA Economics,9.57,2,4,5,2,3,5,3,4,5,4,4,5,5,Helping,Social Work,Government Officer
295,25,66,70,Arts,BTech,7.74,3,4,4,4,2,4,3,3,5,5,3,3,5,Analytical,Sports,Defence Officer
296,24,57,54,Science_PCB,BSc Biotechnology,9.32,2,5,4,3,5,5,5,5,4,3,3,4,3,Analytical,Writing,Medical Researcher
297,22,64,59,Science_PCM,BCA,6.35,5,4,4,5,5,5,2,4,4,2,2,4,5,Analytical,Drawing,AI Engineer
298,20,53,81,Science_PCM,BCA,7.19,5,4,4,5,4,5,2,4,3,4,3,3,4,Creative,Drawing,Software Developer
299,21,51,77,Commerce,BCom,7.5,4,5,4,3,5,5,4,5,3,3,3,5,5,Leadership,Music,Financial Analyst
300,24,97,71,Arts,BEd,6.18,3,5,3,2,5,5,5,4,5,4,5,2,4,Leadership,Public Speaking,Teacher
301,22,98,98,Arts,LLB,9.78,2,5,3,5,4,4,5,3,5,2,2,5,4,Helping,Drawing,Lawyer
302,22,56,50,Science_PCM,BTech,6.99,5,3,3,5,5,5,4,4,4,3,4,4,5,Leadership,Drawing,Data Scientist
303,22,56,52,Science_PCM,BTech,7.72,2,2,5,4,3,5,4,5,5,4,2,2,5,Analytical,Drawing,Civil Engineer
304,19,55,75,Science_PCM,BCA,7.31,5,2,2,3,5,5,2,3,2,4,5,5,3,Helping,Sports,AI Engineer
305,22,74,64,Commerce,BCom,8.52,2,2,2,2,5,2,3,5,2,4,5,2,4,Creative,Public Speaking,Bank Manager
306,25,71,60,Science_PCM,BCA,8.61,5,5,3,2,4,5,4,5,3,3,5,2,5,Leadership,Social Work,AI Engineer
307,21,92,57,Science_PCB,BAMS,8.38,2,4,3,3,5,4,5,3,2,3,5,2,4,Analytical,Writing,Doctor
308,18,58,89,Arts,BA,7.68,5,4,5,3,2,3,2,4,5,5,4,3,5,Creative,Drawing,Entrepreneur
309,23,81,53,Commerce,BCom,6.61,3,2,4,3,4,3,2,5,5,3,3,2,5,Research,Sports,Accountant
310,19,85,85,Science_PCB,MBBS,8.99,2,5,4,3,2,2,5,3,5,5,5,2,3,Creative,Music,Doctor
311,21,57,73,Commerce,BBA,6.92,5,3,5,4,5,3,4,3,4,5,4,5,3,Leadership,Reading,Marketing Manager
312,23,85,51,Commerce,CA,7.71,5,3,5,3,4,4,5,5,4,2,4,3,3,Analytical,Public Speaking,Accountant
313,19,50,80,Arts,BTech,6.78,2,5,5,2,3,3,2,5,5,2,5,4,5,Leadership,Sports,Defence Officer
314,19,77,57,Science_PCB,BHMS,6.51,4,4,5,5,4,4,5,2,5,3,3,3,3,Analytical,Music,Doctor
315,20,68,85,Science_PCB,BSc Biotechnology,8.58,4,4,2,5,3,5,5,3,2,4,2,2,5,Leadership,Social Work,Medical Researcher
316,18,77,53,Arts,BA Economics,8.09,2,4,3,4,2,2,4,2,5,2,3,5,3,Analytical,Sports,Government Officer
317,20,68,71,Arts,BA,6.8,3,4,5,3,5,4,2,5,5,5,4,4,3,Research,Writing,Entrepreneur
318,25,70,93,Science_PCB,BSc Biotechnology,6.12,5,5,2,3,3,2,5,5,3,3,4,3,5,Leadership,Social Work,Medical Researcher
319,17,98,50,Science_PCM,BFA,8.06,4,3,5,5,5,2,3,2,4,4,3,3,5,Leadership,Drawing,Designer
320,21,66,78,Commerce,BCom,8.11,2,4,5,4,5,3,3,5,4,2,3,3,3,Helping,Writing,Accountant
321,18,94,61,Science_PCM,BTech,8.74,4,5,3,2,4,3,5,3,2,3,2,2,3,Analytical,Drawing,Civil Engineer
322,25,82,82,Science_PCB,BSc Biotechnology,7.09,3,5,5,4,5,3,5,5,5,5,4,5,5,Analytical,Social Work,Medical Researcher
323,21,99,60,Arts,LLB,6.98,2,5,4,4,3,3,5,4,4,5,4,5,2,Creative,Drawing,Lawyer
324,17,57,75,Science_PCM,BSc,9.19,2,3,2,4,5,5,3,4,3,2,5,2,5,Analytical,Sports,Research Scientist
325,22,62,56,Commerce,BBA,8.18,4,5,5,4,4,4,3,2,2,5,4,3,2,Helping,Social Work,Marketing Manager
326,19,94,58,Science_PCM,BTech,9.63,5,4,5,4,5,5,3,5,4,2,5,3,3,Creative,Public Speaking,Data Scientist
327,20,92,62,Science_PCM,BCA,8.73,5,4,2,5,5,5,5,4,2,4,3,3,4,Helping,Public Speaking,Data Scientist
328,23,81,60,Science_PCM,BTech,6.58,5,5,3,5,5,5,5,5,3,2,4,5,3,Analytical,Music,AI Engineer
329,25,95,89,Science_PCM,BTech,6.18,5,4,4,2,5,5,4,5,4,2,4,5,5,Leadership,Sports,AI Engineer
330,20,52,74,Arts,BDes,8.59,3,2,5,5,2,3,5,5,4,4,3,4,4,Research,Drawing,Designer
331,18,61,77,Science_PCM,BTech,9.06,2,4,2,2,4,5,5,5,2,2,4,3,5,Analytical,Reading,Civil Engineer
332,17,63,79,Science_PCM,BTech,6.03,5,5,3,4,4,5,2,4,5,5,2,2,2,Helping,Public Speaking,Software Developer
333,22,55,55,Commerce,BBA,6.96,5,4,5,4,4,3,3,5,4,2,2,2,5,Research,Music,Financial Analyst
334,23,58,92,Arts,BA,6.09,2,5,5,4,2,4,4,2,2,2,5,2,3,Analytical,Music,Teacher
335,25,52,75,Commerce,CA,8.71,5,2,4,2,4,5,2,5,2,3,2,3,5,Analytical,Reading,Bank Manager
336,22,91,92,Commerce,CA,7.84,4,5,4,2,4,2,5,5,2,4,5,5,2,Analytical,Reading,Accountant
337,22,68,65,Commerce,BBA,6.86,5,2,4,2,5,5,4,5,5,4,2,2,4,Creative,Music,Financial Analyst
338,23,50,51,Commerce,BBA,8.53,2,3,5,4,5,5,3,2,5,5,4,2,2,Research,Writing,Entrepreneur
339,20,87,51,Science_PCM,BSc,7.39,5,4,3,4,5,5,3,5,2,2,5,5,3,Analytical,Coding,Research Scientist
340,17,77,90,Science_PCB,BSc Nursing,8.79,5,5,3,3,3,2,5,3,5,2,3,5,2,Analytical,Coding,Nurse
341,18,85,99,Arts,BA,7.61,3,4,5,5,4,4,3,3,5,4,3,2,5,Analytical,Music,Defence Officer
342,23,71,63,Science_PCM,BSc,8.12,3,3,5,4,5,4,5,3,4,4,2,4,4,Analytical,Music,Research Scientist
343,25,77,62,Arts,BA,6.35,2,5,2,4,2,3,4,3,5,5,5,5,5,Creative,Public Speaking,Teacher
344,23,74,58,Science_PCM,BTech,6.8,5,4,2,5,4,5,4,2,2,3,3,2,2,Leadership,Sports,Software Developer
345,21,65,97,Science_PCB,MBBS,6.51,2,4,4,2,5,5,5,5,3,5,5,4,4,Research,Social Work,Doctor
346,22,89,81,Commerce,BCom,8.16,3,4,3,5,5,3,2,5,3,4,2,4,5,Helping,Drawing,Accountant
347,20,67,54,Science_PCM,BCA,6.36,5,5,3,5,5,5,5,3,3,4,3,5,5,Creative,Writing,Software Developer
348,19,83,82,Science_PCM,BCA,9.67,5,2,5,5,4,5,4,5,5,4,5,2,4,Leadership,Public Speaking,Software Developer
349,24,75,52,Science_PCM,BTech,8.65,5,2,3,3,4,5,2,5,2,3,5,2,5,Leadership,Music,Software Developer
350,23,64,72,Science_PCB,BSc Nursing,6.19,4,4,4,3,2,3,5,4,2,3,3,2,4,Helping,Reading,Nurse
351,21,69,83,Science_PCM,BTech,6.01,5,5,2,5,3,3,2,4,5,4,2,5,5,Analytical,Drawing,Defence Officer
352,24,80,71,Science_PCM,BTech,7.46,4,3,4,5,2,4,4,2,3,4,4,5,5,Creative,Public Speaking,Civil Engineer
353,20,69,70,Science_PCB,BHMS,8.96,5,4,4,3,4,5,5,2,3,3,5,5,5,Leadership,Writing,Doctor
354,20,92,65,Arts,LLB,8.44,3,5,2,5,3,4,2,4,2,2,2,5,3,Research,Social Work,Lawyer
355,19,81,61,Commerce,BBA,7.28,2,5,5,4,2,3,4,4,3,5,2,2,5,Research,Reading,Marketing Manager
356,18,87,62,Science_PCB,BSc Nursing,8.32,4,4,4,2,2,3,5,3,2,4,5,3,4,Helping,Drawing,Nurse
357,22,74,65,Arts,BA,6.05,5,5,3,4,3,4,3,3,2,4,5,4,3,Leadership,Reading,Teacher
358,18,53,67,Science_PCM,BTech,7.85,5,5,3,2,4,5,2,2,5,4,4,5,3,Analytical,Social Work,Software Developer
359,23,64,59,Science_PCM,BTech,8.86,2,5,2,5,2,5,2,4,3,3,3,2,2,Research,Coding,Civil Engineer
360,21,82,56,Arts,BA,8.67,5,4,5,2,5,2,4,3,4,5,2,4,4,Helping,Reading,Entrepreneur
361,24,89,66,Science_PCB,BSc Nursing,7.82,2,4,3,3,5,4,5,2,4,3,2,3,3,Helping,Social Work,Nurse
362,17,84,64,Commerce,BA Economics,9.94,5,4,4,3,2,3,2,2,5,3,4,4,5,Creative,Music,Government Officer
363,25,79,51,Commerce,BA,8.74,4,5,5,2,5,3,2,4,5,5,5,2,5,Research,Social Work,Entrepreneur
364,20,65,75,Science_PCM,BCA,9.72,5,3,4,2,4,5,3,4,5,4,2,4,3,Analytical,Public Speaking,Data Scientist
365,21,75,82,Commerce,BCom,9.86,5,3,4,3,5,3,2,5,4,3,5,5,4,Research,Public Speaking,Accountant
366,21,76,62,Science_PCB,MBBS,9.32,5,5,4,2,2,4,5,3,3,5,3,2,5,Leadership,Reading,Doctor
367,18,69,99,Commerce,BBA,7.49,4,4,5,2,4,2,2,2,4,5,4,2,4,Creative,Reading,Marketing Manager
368,24,50,67,Science_PCM,BTech,6.29,4,4,4,5,2,4,3,5,4,3,2,4,5,Helping,Social Work,Civil Engineer
369,25,53,96,Science_PCM,BTech,6.48,5,4,3,4,5,5,3,3,4,5,2,4,2,Creative,Coding,Data Scientist
370,23,91,60,Commerce,BBA,7.69,4,3,5,2,5,3,4,4,2,5,4,2,4,Research,Coding,Entrepreneur
371,17,77,54,Science_PCB,BDS,9.68,3,5,4,4,5,4,5,4,3,2,2,4,2,Leadership,Public Speaking,Doctor
372,18,69,59,Arts,BFA,7.65,4,4,3,5,4,5,5,2,2,2,3,3,2,Creative,Drawing,Designer
373,23,58,66,Arts,LLB,8.75,2,5,4,2,5,3,4,2,4,4,5,5,2,Analytical,Social Work,Lawyer
374,20,65,86,Science_PCM,BA,9.01,3,2,4,2,2,5,2,4,5,3,4,2,5,Leadership,Public Speaking,Defence Officer
375,21,77,51,Commerce,CMA,6.94,4,4,4,4,5,5,5,5,2,5,2,5,5,Research,Reading,Financial Analyst
376,21,53,69,Science_PCB,BHMS,7.93,5,4,2,3,4,2,5,5,3,3,3,4,2,Leadership,Music,Doctor
377,25,73,56,Science_PCM,BTech,8.55,4,3,4,4,3,5,3,2,5,5,2,4,3,Helping,Coding,Civil Engineer
378,21,75,87,Commerce,CA,6.22,2,2,5,5,5,3,3,5,2,5,4,5,4,Research,Writing,Accountant
379,23,90,92,Science_PCM,BCA,7.79,5,3,3,2,4,5,4,3,4,5,3,3,2,Creative,Drawing,Software Developer
380,20,64,85,Science_PCM,BTech,7.54,2,4,4,4,3,4,3,5,2,5,2,2,3,Research,Reading,Civil Engineer
381,22,51,61,Arts,BA,9.8,2,4,3,5,3,3,3,5,5,3,4,4,5,Research,Writing,Government Officer
382,22,78,98,Arts,BEd,9.07,5,5,2,4,5,2,3,4,5,2,5,5,3,Creative,Social Work,Teacher
383,18,57,69,Science_PCB,BDS,9.64,4,4,2,2,2,5,5,3,2,4,5,2,3,Leadership,Sports,Doctor
384,24,60,64,Arts,BBA,7.16,3,3,5,5,5,5,5,3,2,5,2,5,4,Helping,Writing,Entrepreneur
385,24,62,59,Science_PCB,MBBS,9.13,5,4,3,2,3,3,5,5,3,5,3,4,2,Helping,Sports,Doctor
386,25,79,71,Science_PCB,BAMS,9.53,5,4,2,3,3,4,5,5,2,5,5,3,3,Analytical,Public Speaking,Doctor
387,22,84,98,Science_PCB,BSc,7.11,3,5,5,4,5,5,5,3,5,2,4,4,2,Leadership,Drawing,Research Scientist
388,19,52,84,Arts,BA,6.79,2,5,2,3,2,5,4,5,2,3,5,3,4,Helping,Sports,Teacher
389,25,79,59,Commerce,BBA,7.65,3,5,5,5,5,4,5,5,5,5,3,4,2,Research,Sports,Marketing Manager
390,17,61,92,Arts,BA,7.89,2,5,4,3,3,2,5,4,4,3,5,4,5,Research,Reading,Teacher
391,23,70,51,Arts,BA,9.42,4,5,4,2,2,3,3,5,5,4,5,4,2,Analytical,Public Speaking,Teacher
392,25,74,63,Commerce,BA Economics,7.58,3,4,5,3,5,4,4,4,5,3,4,5,2,Helping,Reading,Government Officer
393,23,53,94,Arts,LLB,6.87,3,5,4,5,3,4,3,3,5,4,3,5,3,Analytical,Social Work,Lawyer
394,24,73,50,Science_PCM,BCA,9.87,5,2,2,5,4,5,4,3,3,2,5,5,5,Helping,Music,Software Developer
395,21,59,70,Science_PCB,BSc Microbiology,9.7,5,4,3,3,4,3,5,4,5,3,3,5,4,Helping,Social Work,Medical Researcher
396,23,74,84,Science_PCM,BTech,7.34,5,4,2,3,5,5,4,4,5,2,4,3,3,Leadership,Music,AI Engineer
397,25,97,76,Arts,BDes,7.53,3,5,3,5,5,4,5,5,3,5,4,3,4,Creative,Public Speaking,Designer
398,23,60,97,Science_PCM,BTech,7.73,2,5,5,5,3,4,4,3,5,5,5,5,5,Analytical,Drawing,Defence Officer
399,18,87,58,Arts,LLB,6.52,5,5,3,5,2,5,4,5,5,4,5,5,3,Helping,Sports,Lawyer
400,25,94,92,Commerce,BCom,7.75,2,4,2,2,4,3,5,5,2,4,4,2,2,Research,Music,Financial Analyst
401,22,69,93,Science_PCM,BCA,8.99,5,4,3,4,4,5,4,5,4,3,4,4,4,Leadership,Public Speaking,AI Engineer
402,18,50,52,Arts,BEd,8.69,4,5,3,3,2,3,2,3,3,5,5,4,4,Analytical,Public Speaking,Teacher
403,25,60,89,Arts,BFA,6.74,3,4,3,5,2,2,4,2,4,3,5,5,2,Creative,Coding,Designer
404,18,77,69,Science_PCM,BTech,6.48,5,5,3,3,5,5,5,2,5,5,4,3,3,Creative,Social Work,Software Developer
405,21,92,68,Science_PCM,BTech,9.66,5,5,2,5,5,5,4,3,2,5,2,2,4,Leadership,Drawing,AI Engineer
406,25,87,85,Commerce,BBA,7.76,3,2,3,3,4,5,2,5,5,4,2,3,2,Creative,Reading,Financial Analyst
407,20,89,75,Science_PCB,MBBS,6.14,3,5,2,2,5,4,5,4,3,4,3,3,5,Leadership,Coding,Doctor
408,20,58,94,Science_PCB,BSc Biotechnology,8.96,4,4,3,2,2,3,5,2,5,5,5,2,3,Creative,Public Speaking,Medical Researcher
409,22,50,83,Science_PCM,BTech,7.87,3,4,2,4,5,4,2,4,3,3,2,4,3,Leadership,Reading,Civil Engineer
410,17,75,88,Science_PCB,BSc Nursing,8.8,5,4,4,2,4,5,5,5,3,3,4,5,3,Leadership,Music,Nurse
411,23,53,63,Science_PCB,BDS,6.17,4,4,4,2,3,4,5,5,5,5,5,5,2,Creative,Drawing,Doctor
412,21,53,59,Science_PCM,BSc Data Science,8.95,5,2,2,4,5,3,2,4,4,5,4,3,3,Analytical,Reading,Research Scientist
413,25,50,62,Commerce,BA,8.27,2,5,2,5,4,5,2,3,5,5,4,5,2,Helping,Coding,Government Officer
414,23,56,72,Commerce,BBA,7.96,2,4,5,5,3,4,4,3,3,5,4,2,3,Leadership,Social Work,Marketing Manager
415,17,60,53,Arts,BEd,6.06,5,5,4,4,3,3,5,2,2,2,5,5,5,Analytical,Reading,Teacher
416,21,72,87,Science_PCM,BSc Data Science,8.69,5,3,3,3,4,5,2,5,5,2,3,3,5,Analytical,Coding,Data Scientist
417,24,95,71,Commerce,CA,7.98,5,2,5,4,5,2,4,5,3,2,5,2,2,Creative,Writing,Accountant
418,20,70,56,Commerce,BA,6.06,2,5,3,3,2,3,4,3,5,3,3,5,3,Analytical,Reading,Government Officer
419,18,77,95,Science_PCB,BSc Nursing,8.82,3,5,2,5,3,4,5,2,2,5,2,5,2,Creative,Writing,Nurse
420,20,70,89,Commerce,CA,7.23,3,5,4,2,5,2,3,5,3,3,5,5,4,Helping,Drawing,Bank Manager
421,18,87,76,Science_PCM,BTech,7.1,4,3,2,3,3,3,3,5,4,3,3,3,3,Analytical,Drawing,Civil Engineer
422,20,61,61,Science_PCM,BTech,9.93,5,5,5,2,5,5,5,5,3,2,5,3,3,Leadership,Music,Software Developer
423,24,96,53,Science_PCB,BSc Nursing,7.97,2,4,3,3,4,3,5,3,5,3,5,5,5,Creative,Writing,Nurse
424,24,57,95,Science_PCM,BSc Data Science,7.38,5,2,3,3,4,5,5,2,2,3,3,2,2,Helping,Reading,Data Scientist
425,24,70,79,Arts,LLB,7.74,4,5,3,4,2,2,3,2,5,2,4,5,5,Analytical,Public Speaking,Lawyer
426,21,83,91,Science_PCM,BCA,9.09,5,2,4,5,5,5,4,5,5,2,2,3,2,Helping,Social Work,Software Developer
427,25,50,89,Commerce,BBA,9.88,2,2,5,4,2,5,4,5,3,5,4,5,4,Analytical,Music,Marketing Manager
428,18,81,83,Science_PCB,BSc Nursing,6.59,3,4,3,4,5,5,5,3,5,4,2,4,4,Research,Social Work,Nurse
429,17,61,64,Science_PCM,BCA,6.85,5,5,5,4,5,5,2,4,2,4,2,4,4,Creative,Sports,AI Engineer
430,23,89,51,Commerce,BBA,7.17,3,3,5,4,4,2,5,5,5,5,5,4,2,Helping,Sports,Marketing Manager
431,18,73,96,Arts,BEd,9.04,2,5,3,3,2,2,3,2,2,3,5,3,2,Leadership,Drawing,Teacher
